origin,destination,hour,origin_category,dest_category,multiplier,priority_weight,expected_trips,trips
Rowe Village Middle,Chemistry Research Building,8,Residence,Academic,1.0,0.5625,4.5,3
Rowe Village Middle,Chemistry Research Building,9,Residence,Academic,1.0,0.5625,4.5,4
Rowe Village Middle,Chemistry Research Building,10,Residence,Academic,0.3,0.5625,1.35,2
Rowe Village Middle,Chemistry Research Building,11,Residence,Academic,0.3,0.5625,1.35,2
Rowe Village Middle,Chemistry Research Building,12,Residence,Academic,0.1,0.5625,0.45,0
Rowe Village Middle,Chemistry Research Building,13,Residence,Academic,0.1,0.5625,0.45,0
Rowe Village Middle,Chemistry Research Building,14,Residence,Academic,0.1,0.5625,0.45,0
Rowe Village Middle,Chemistry Research Building,15,Residence,Academic,0.1,0.5625,0.45,0
Rowe Village Middle,Chemistry Research Building,16,Residence,Academic,0.1,0.5625,0.45,0
Rowe Village Middle,Chemistry Research Building,17,Residence,Academic,0.1,0.5625,0.45,1
Rowe Village Middle,Chemistry Research Building,18,Residence,Academic,0.1,0.5625,0.45,0
Rowe Village Middle,Chemistry Research Building,19,Residence,Academic,0.1,0.5625,0.45,0
Rowe Village Middle,Chemistry Research Building,20,Residence,Academic,0.1,0.5625,0.45,0
Rowe Village Middle,Chemistry Research Building,21,Residence,Academic,0.1,0.5625,0.45,1
Rowe Village Middle,Chemistry Research Building,22,Residence,Academic,0.1,0.5625,0.45,0
Rowe Village Middle,Cunningham Hall,7,Residence,Residence,0.2,0.5625,0.9,2
Rowe Village Middle,Cunningham Hall,8,Residence,Residence,0.5,0.5625,2.25,3
Rowe Village Middle,Cunningham Hall,9,Residence,Residence,0.5,0.5625,2.25,1
Rowe Village Middle,Cunningham Hall,10,Residence,Residence,0.5,0.5625,2.25,2
Rowe Village Middle,Cunningham Hall,11,Residence,Residence,0.5,0.5625,2.25,3
Rowe Village Middle,Cunningham Hall,12,Residence,Residence,0.5,0.5625,2.25,3
Rowe Village Middle,Cunningham Hall,13,Residence,Residence,0.5,0.5625,2.25,1
Rowe Village Middle,Cunningham Hall,14,Residence,Residence,0.5,0.5625,2.25,2
Rowe Village Middle,Cunningham Hall,15,Residence,Residence,0.5,0.5625,2.25,1
Rowe Village Middle,Cunningham Hall,16,Residence,Residence,0.5,0.5625,2.25,2
Rowe Village Middle,Cunningham Hall,17,Residence,Residence,0.5,0.5625,2.25,0
Rowe Village Middle,Cunningham Hall,18,Residence,Residence,0.5,0.5625,2.25,4
Rowe Village Middle,Cunningham Hall,19,Residence,Residence,0.2,0.5625,0.9,1
Rowe Village Middle,Cunningham Hall,20,Residence,Residence,0.2,0.5625,0.9,0
Rowe Village Middle,Cunningham Hall,21,Residence,Residence,0.2,0.5625,0.9,1
Rowe Village Middle,Cunningham Hall,22,Residence,Residence,0.2,0.5625,0.9,2
Rowe Village Middle,Farr Hall,7,Residence,Residence,0.2,0.5625,0.9,0
Rowe Village Middle,Farr Hall,8,Residence,Residence,0.5,0.5625,2.25,2
Rowe Village Middle,Farr Hall,9,Residence,Residence,0.5,0.5625,2.25,4
Rowe Village Middle,Farr Hall,10,Residence,Residence,0.5,0.5625,2.25,1
Rowe Village Middle,Farr Hall,11,Residence,Residence,0.5,0.5625,2.25,1
Rowe Village Middle,Farr Hall,12,Residence,Residence,0.5,0.5625,2.25,1
Rowe Village Middle,Farr Hall,13,Residence,Residence,0.5,0.5625,2.25,1
Rowe Village Middle,Farr Hall,14,Residence,Residence,0.5,0.5625,2.25,2
Rowe Village Middle,Farr Hall,15,Residence,Residence,0.5,0.5625,2.25,3
Rowe Village Middle,Farr Hall,16,Residence,Residence,0.5,0.5625,2.25,4
Rowe Village Middle,Farr Hall,17,Residence,Residence,0.5,0.5625,2.25,1
Rowe Village Middle,Farr Hall,18,Residence,Residence,0.5,0.5625,2.25,4
Rowe Village Middle,Farr Hall,19,Residence,Residence,0.2,0.5625,0.9,1
Rowe Village Middle,Farr Hall,20,Residence,Residence,0.2,0.5625,0.9,1
Rowe Village Middle,Farr Hall,21,Residence,Residence,0.2,0.5625,0.9,0
Rowe Village Middle,Farr Hall,22,Residence,Residence,0.2,0.5625,0.9,1
Rowe Village Middle,Grover M. Herman Hall,7,Residence,Admin,0.2,0.375,0.6,1
Rowe Village Middle,Grover M. Herman Hall,8,Residence,Admin,0.5,0.375,1.5,3
Rowe Village Middle,Grover M. Herman Hall,9,Residence,Admin,0.5,0.375,1.5,2
Rowe Village Middle,Grover M. Herman Hall,10,Residence,Admin,0.5,0.375,1.5,0
Rowe Village Middle,Grover M. Herman Hall,11,Residence,Admin,0.5,0.375,1.5,1
Rowe Village Middle,Grover M. Herman Hall,12,Residence,Admin,0.5,0.375,1.5,2
Rowe Village Middle,Grover M. Herman Hall,13,Residence,Admin,0.5,0.375,1.5,2
Rowe Village Middle,Grover M. Herman Hall,14,Residence,Admin,0.5,0.375,1.5,1
Rowe Village Middle,Grover M. Herman Hall,15,Residence,Admin,0.5,0.375,1.5,0
Rowe Village Middle,Grover M. Herman Hall,16,Residence,Admin,0.5,0.375,1.5,2
Rowe Village Middle,Grover M. Herman Hall,17,Residence,Admin,0.5,0.375,1.5,3
Rowe Village Middle,Grover M. Herman Hall,18,Residence,Admin,0.5,0.375,1.5,5
Rowe Village Middle,Grover M. Herman Hall,19,Residence,Admin,0.2,0.375,0.6,0
Rowe Village Middle,Grover M. Herman Hall,20,Residence,Admin,0.2,0.375,0.6,0
Rowe Village Middle,Grover M. Herman Hall,21,Residence,Admin,0.2,0.375,0.6,0
Rowe Village Middle,Grover M. Herman Hall,22,Residence,Admin,0.2,0.375,0.6,0
Rowe Village Middle,Kaplan Institute,7,Residence,Academic,1.0,0.75,6.0,8
Rowe Village Middle,Kaplan Institute,8,Residence,Academic,1.0,0.75,6.0,6
Rowe Village Middle,Kaplan Institute,9,Residence,Academic,1.0,0.75,6.0,4
Rowe Village Middle,Kaplan Institute,10,Residence,Academic,0.3,0.75,1.8,0
Rowe Village Middle,Kaplan Institute,11,Residence,Academic,0.3,0.75,1.8,2
Rowe Village Middle,Kaplan Institute,12,Residence,Academic,0.1,0.75,0.6,2
Rowe Village Middle,Kaplan Institute,13,Residence,Academic,0.1,0.75,0.6,0
Rowe Village Middle,Kaplan Institute,14,Residence,Academic,0.1,0.75,0.6,3
Rowe Village Middle,Kaplan Institute,15,Residence,Academic,0.1,0.75,0.6,1
Rowe Village Middle,Kaplan Institute,16,Residence,Academic,0.1,0.75,0.6,2
Rowe Village Middle,Kaplan Institute,17,Residence,Academic,0.1,0.75,0.6,1
Rowe Village Middle,Kaplan Institute,18,Residence,Academic,0.1,0.75,0.6,1
Rowe Village Middle,Kaplan Institute,19,Residence,Academic,0.1,0.75,0.6,1
Rowe Village Middle,Kaplan Institute,20,Residence,Academic,0.1,0.75,0.6,1
Rowe Village Middle,Kaplan Institute,21,Residence,Academic,0.1,0.75,0.6,0
Rowe Village Middle,Kaplan Institute,22,Residence,Academic,0.1,0.75,0.6,0
Rowe Village Middle,Main Building,7,Residence,Academic,1.0,0.75,6.0,5
Rowe Village Middle,Main Building,8,Residence,Academic,1.0,0.75,6.0,4
Rowe Village Middle,Main Building,9,Residence,Academic,1.0,0.75,6.0,7
Rowe Village Middle,Main Building,10,Residence,Academic,0.3,0.75,1.8,1
Rowe Village Middle,Main Building,11,Residence,Academic,0.3,0.75,1.8,1
Rowe Village Middle,Main Building,12,Residence,Academic,0.1,0.75,0.6,1
Rowe Village Middle,Main Building,13,Residence,Academic,0.1,0.75,0.6,2
Rowe Village Middle,Main Building,14,Residence,Academic,0.1,0.75,0.6,0
Rowe Village Middle,Main Building,15,Residence,Academic,0.1,0.75,0.6,1
Rowe Village Middle,Main Building,16,Residence,Academic,0.1,0.75,0.6,0
Rowe Village Middle,Main Building,17,Residence,Academic,0.1,0.75,0.6,1
Rowe Village Middle,Main Building,18,Residence,Academic,0.1,0.75,0.6,0
Rowe Village Middle,Main Building,19,Residence,Academic,0.1,0.75,0.6,1
Rowe Village Middle,Main Building,20,Residence,Academic,0.1,0.75,0.6,0
Rowe Village Middle,Main Building,21,Residence,Academic,0.1,0.75,0.6,1
Rowe Village Middle,Main Building,22,Residence,Academic,0.1,0.75,0.6,0
Rowe Village Middle,McCormick Student Village,7,Residence,Residence,0.2,0.75,1.2,5
Rowe Village Middle,McCormick Student Village,8,Residence,Residence,0.5,0.75,3.0,4
Rowe Village Middle,McCormick Student Village,9,Residence,Residence,0.5,0.75,3.0,5
Rowe Village Middle,McCormick Student Village,10,Residence,Residence,0.5,0.75,3.0,4
Rowe Village Middle,McCormick Student Village,11,Residence,Residence,0.5,0.75,3.0,4
Rowe Village Middle,McCormick Student Village,12,Residence,Residence,0.5,0.75,3.0,5
Rowe Village Middle,McCormick Student Village,13,Residence,Residence,0.5,0.75,3.0,2
Rowe Village Middle,McCormick Student Village,14,Residence,Residence,0.5,0.75,3.0,5
Rowe Village Middle,McCormick Student Village,15,Residence,Residence,0.5,0.75,3.0,1
Rowe Village Middle,McCormick Student Village,16,Residence,Residence,0.5,0.75,3.0,2
Rowe Village Middle,McCormick Student Village,17,Residence,Residence,0.5,0.75,3.0,3
Rowe Village Middle,McCormick Student Village,18,Residence,Residence,0.5,0.75,3.0,3
Rowe Village Middle,McCormick Student Village,19,Residence,Residence,0.2,0.75,1.2,3
Rowe Village Middle,McCormick Student Village,20,Residence,Residence,0.2,0.75,1.2,1
Rowe Village Middle,McCormick Student Village,21,Residence,Residence,0.2,0.75,1.2,0
Rowe Village Middle,McCormick Student Village,22,Residence,Residence,0.2,0.75,1.2,1
Rowe Village Middle,McCormick Tribune Campus Center,7,Residence,Student Center,0.2,0.75,1.2,1
Rowe Village Middle,McCormick Tribune Campus Center,8,Residence,Student Center,0.5,0.75,3.0,3
Rowe Village Middle,McCormick Tribune Campus Center,9,Residence,Student Center,0.5,0.75,3.0,2
Rowe Village Middle,McCormick Tribune Campus Center,10,Residence,Student Center,0.5,0.75,3.0,4
Rowe Village Middle,McCormick Tribune Campus Center,11,Residence,Student Center,0.5,0.75,3.0,4
Rowe Village Middle,McCormick Tribune Campus Center,12,Residence,Student Center,0.5,0.75,3.0,5
Rowe Village Middle,McCormick Tribune Campus Center,13,Residence,Student Center,0.5,0.75,3.0,8
Rowe Village Middle,McCormick Tribune Campus Center,14,Residence,Student Center,0.5,0.75,3.0,1
Rowe Village Middle,McCormick Tribune Campus Center,15,Residence,Student Center,0.5,0.75,3.0,5
Rowe Village Middle,McCormick Tribune Campus Center,16,Residence,Student Center,0.5,0.75,3.0,3
Rowe Village Middle,McCormick Tribune Campus Center,17,Residence,Student Center,0.5,0.75,3.0,4
Rowe Village Middle,McCormick Tribune Campus Center,18,Residence,Student Center,0.5,0.75,3.0,3
Rowe Village Middle,McCormick Tribune Campus Center,19,Residence,Student Center,0.2,0.75,1.2,1
Rowe Village Middle,McCormick Tribune Campus Center,20,Residence,Student Center,0.2,0.75,1.2,0
Rowe Village Middle,McCormick Tribune Campus Center,21,Residence,Student Center,0.2,0.75,1.2,2
Rowe Village Middle,McCormick Tribune Campus Center,22,Residence,Student Center,0.2,0.75,1.2,0
Rowe Village Middle,Paul Galvin Library,7,Residence,Library,0.1,0.75,0.6,1
Rowe Village Middle,Paul Galvin Library,8,Residence,Library,0.1,0.75,0.6,2
Rowe Village Middle,Paul Galvin Library,9,Residence,Library,0.1,0.75,0.6,0
Rowe Village Middle,Paul Galvin Library,10,Residence,Library,0.6,0.75,3.6,0
Rowe Village Middle,Paul Galvin Library,11,Residence,Library,0.6,0.75,3.6,2
Rowe Village Middle,Paul Galvin Library,12,Residence,Library,0.6,0.75,3.6,3
Rowe Village Middle,Paul Galvin Library,13,Residence,Library,0.6,0.75,3.6,1
Rowe Village Middle,Paul Galvin Library,14,Residence,Library,0.6,0.75,3.6,0
Rowe Village Middle,Paul Galvin Library,15,Residence,Library,0.6,0.75,3.6,5
Rowe Village Middle,Paul Galvin Library,16,Residence,Library,0.6,0.75,3.6,2
Rowe Village Middle,Paul Galvin Library,17,Residence,Library,0.6,0.75,3.6,4
Rowe Village Middle,Paul Galvin Library,18,Residence,Library,0.6,0.75,3.6,7
Rowe Village Middle,Paul Galvin Library,19,Residence,Library,0.6,0.75,3.6,3
Rowe Village Middle,Paul Galvin Library,20,Residence,Library,0.6,0.75,3.6,2
Rowe Village Middle,Paul Galvin Library,21,Residence,Library,0.6,0.75,3.6,3
Rowe Village Middle,Paul Galvin Library,22,Residence,Library,0.6,0.75,3.6,2
Rowe Village Middle,Perlstein Hall,7,Residence,Academic,1.0,0.75,6.0,10
Rowe Village Middle,Perlstein Hall,8,Residence,Academic,1.0,0.75,6.0,7
Rowe Village Middle,Perlstein Hall,9,Residence,Academic,1.0,0.75,6.0,6
Rowe Village Middle,Perlstein Hall,10,Residence,Academic,0.3,0.75,1.8,0
Rowe Village Middle,Perlstein Hall,11,Residence,Academic,0.3,0.75,1.8,4
Rowe Village Middle,Perlstein Hall,12,Residence,Academic,0.1,0.75,0.6,1
Rowe Village Middle,Perlstein Hall,13,Residence,Academic,0.1,0.75,0.6,0
Rowe Village Middle,Perlstein Hall,14,Residence,Academic,0.1,0.75,0.6,0
Rowe Village Middle,Perlstein Hall,15,Residence,Academic,0.1,0.75,0.6,4
Rowe Village Middle,Perlstein Hall,16,Residence,Academic,0.1,0.75,0.6,1
Rowe Village Middle,Perlstein Hall,17,Residence,Academic,0.1,0.75,0.6,1
Rowe Village Middle,Perlstein Hall,18,Residence,Academic,0.1,0.75,0.6,1
Rowe Village Middle,Perlstein Hall,19,Residence,Academic,0.1,0.75,0.6,0
Rowe Village Middle,Perlstein Hall,20,Residence,Academic,0.1,0.75,0.6,0
Rowe Village Middle,Perlstein Hall,21,Residence,Academic,0.1,0.75,0.6,2
Rowe Village Middle,Perlstein Hall,22,Residence,Academic,0.1,0.75,0.6,1
Rowe Village Middle,Pritzker Science Center,7,Residence,Academic,1.0,0.75,6.0,6
Rowe Village Middle,Pritzker Science Center,8,Residence,Academic,1.0,0.75,6.0,6
Rowe Village Middle,Pritzker Science Center,9,Residence,Academic,1.0,0.75,6.0,9
Rowe Village Middle,Pritzker Science Center,10,Residence,Academic,0.3,0.75,1.8,2
Rowe Village Middle,Pritzker Science Center,11,Residence,Academic,0.3,0.75,1.8,1
Rowe Village Middle,Pritzker Science Center,12,Residence,Academic,0.1,0.75,0.6,0
Rowe Village Middle,Pritzker Science Center,13,Residence,Academic,0.1,0.75,0.6,2
Rowe Village Middle,Pritzker Science Center,14,Residence,Academic,0.1,0.75,0.6,1
Rowe Village Middle,Pritzker Science Center,15,Residence,Academic,0.1,0.75,0.6,0
Rowe Village Middle,Pritzker Science Center,16,Residence,Academic,0.1,0.75,0.6,0
Rowe Village Middle,Pritzker Science Center,17,Residence,Academic,0.1,0.75,0.6,0
Rowe Village Middle,Pritzker Science Center,18,Residence,Academic,0.1,0.75,0.6,1
Rowe Village Middle,Pritzker Science Center,19,Residence,Academic,0.1,0.75,0.6,0
Rowe Village Middle,Pritzker Science Center,20,Residence,Academic,0.1,0.75,0.6,0
Rowe Village Middle,Pritzker Science Center,21,Residence,Academic,0.1,0.75,0.6,0
Rowe Village Middle,Pritzker Science Center,22,Residence,Academic,0.1,0.75,0.6,1
Rowe Village Middle,S.R. Crown Hall,7,Residence,Academic,1.0,0.75,6.0,8
Rowe Village Middle,S.R. Crown Hall,8,Residence,Academic,1.0,0.75,6.0,14
Rowe Village Middle,S.R. Crown Hall,9,Residence,Academic,1.0,0.75,6.0,4
Rowe Village Middle,S.R. Crown Hall,10,Residence,Academic,0.3,0.75,1.8,0
Rowe Village Middle,S.R. Crown Hall,11,Residence,Academic,0.3,0.75,1.8,2
Rowe Village Middle,S.R. Crown Hall,12,Residence,Academic,0.1,0.75,0.6,1
Rowe Village Middle,S.R. Crown Hall,13,Residence,Academic,0.1,0.75,0.6,0
Rowe Village Middle,S.R. Crown Hall,14,Residence,Academic,0.1,0.75,0.6,0
Rowe Village Middle,S.R. Crown Hall,15,Residence,Academic,0.1,0.75,0.6,0
Rowe Village Middle,S.R. Crown Hall,16,Residence,Academic,0.1,0.75,0.6,2
Rowe Village Middle,S.R. Crown Hall,17,Residence,Academic,0.1,0.75,0.6,0
Rowe Village Middle,S.R. Crown Hall,18,Residence,Academic,0.1,0.75,0.6,0
Rowe Village Middle,S.R. Crown Hall,19,Residence,Academic,0.1,0.75,0.6,0
Rowe Village Middle,S.R. Crown Hall,20,Residence,Academic,0.1,0.75,0.6,1
Rowe Village Middle,S.R. Crown Hall,21,Residence,Academic,0.1,0.75,0.6,1
Rowe Village Middle,S.R. Crown Hall,22,Residence,Academic,0.1,0.75,0.6,0
Rowe Village Middle,The Commons,7,Residence,Dining,0.5,0.75,3.0,1
Rowe Village Middle,The Commons,8,Residence,Dining,0.5,0.75,3.0,3
Rowe Village Middle,The Commons,9,Residence,Dining,0.5,0.75,3.0,6
Rowe Village Middle,The Commons,10,Residence,Dining,0.2,0.75,1.2,1
Rowe Village Middle,The Commons,11,Residence,Dining,1.0,0.75,6.0,6
Rowe Village Middle,The Commons,12,Residence,Dining,1.0,0.75,6.0,7
Rowe Village Middle,The Commons,13,Residence,Dining,1.0,0.75,6.0,2
Rowe Village Middle,The Commons,14,Residence,Dining,0.2,0.75,1.2,0
Rowe Village Middle,The Commons,15,Residence,Dining,0.2,0.75,1.2,1
Rowe Village Middle,The Commons,16,Residence,Dining,0.2,0.75,1.2,3
Rowe Village Middle,The Commons,17,Residence,Dining,1.0,0.75,6.0,8
Rowe Village Middle,The Commons,18,Residence,Dining,1.0,0.75,6.0,5
Rowe Village Middle,The Commons,19,Residence,Dining,1.0,0.75,6.0,8
Rowe Village Middle,The Commons,20,Residence,Dining,0.2,0.75,1.2,1
Rowe Village Middle,The Commons,21,Residence,Dining,0.2,0.75,1.2,2
Rowe Village Middle,The Commons,22,Residence,Dining,0.2,0.75,1.2,1
S.R. Crown Hall,Alpha Sigma Phi,7,Academic,Greek Housing,0.2,0.25,0.4,1
S.R. Crown Hall,Alpha Sigma Phi,8,Academic,Greek Housing,0.5,0.25,1.0,1
S.R. Crown Hall,Alpha Sigma Phi,9,Academic,Greek Housing,0.5,0.25,1.0,1
S.R. Crown Hall,Alpha Sigma Phi,10,Academic,Greek Housing,0.5,0.25,1.0,0
S.R. Crown Hall,Alpha Sigma Phi,11,Academic,Greek Housing,0.5,0.25,1.0,2
S.R. Crown Hall,Alpha Sigma Phi,12,Academic,Greek Housing,0.5,0.25,1.0,0
S.R. Crown Hall,Alpha Sigma Phi,13,Academic,Greek Housing,0.5,0.25,1.0,1
S.R. Crown Hall,Alpha Sigma Phi,14,Academic,Greek Housing,0.5,0.25,1.0,1
S.R. Crown Hall,Alpha Sigma Phi,15,Academic,Greek Housing,0.5,0.25,1.0,1
S.R. Crown Hall,Alpha Sigma Phi,16,Academic,Greek Housing,0.5,0.25,1.0,0
S.R. Crown Hall,Alpha Sigma Phi,17,Academic,Greek Housing,0.5,0.25,1.0,0
S.R. Crown Hall,Alpha Sigma Phi,18,Academic,Greek Housing,0.5,0.25,1.0,0
S.R. Crown Hall,Alpha Sigma Phi,19,Academic,Greek Housing,0.2,0.25,0.4,1
S.R. Crown Hall,Alpha Sigma Phi,20,Academic,Greek Housing,0.2,0.25,0.4,0
S.R. Crown Hall,Alpha Sigma Phi,21,Academic,Greek Housing,0.2,0.25,0.4,1
S.R. Crown Hall,Alpha Sigma Phi,22,Academic,Greek Housing,0.2,0.25,0.4,1
S.R. Crown Hall,Arthur S. Keating Sports Center,7,Academic,Recreation,0.2,0.75,1.2,1
S.R. Crown Hall,Arthur S. Keating Sports Center,8,Academic,Recreation,0.2,0.75,1.2,0
S.R. Crown Hall,Arthur S. Keating Sports Center,9,Academic,Recreation,0.2,0.75,1.2,0
S.R. Crown Hall,Arthur S. Keating Sports Center,10,Academic,Recreation,0.2,0.75,1.2,1
S.R. Crown Hall,Arthur S. Keating Sports Center,11,Academic,Recreation,0.2,0.75,1.2,1
S.R. Crown Hall,Arthur S. Keating Sports Center,12,Academic,Recreation,0.2,0.75,1.2,1
S.R. Crown Hall,Arthur S. Keating Sports Center,13,Academic,Recreation,0.2,0.75,1.2,0
S.R. Crown Hall,Arthur S. Keating Sports Center,14,Academic,Recreation,0.2,0.75,1.2,1
S.R. Crown Hall,Arthur S. Keating Sports Center,15,Academic,Recreation,0.7,0.75,4.2,3
S.R. Crown Hall,Arthur S. Keating Sports Center,16,Academic,Recreation,0.7,0.75,4.2,4
S.R. Crown Hall,Arthur S. Keating Sports Center,17,Academic,Recreation,0.7,0.75,4.2,6
S.R. Crown Hall,Arthur S. Keating Sports Center,18,Academic,Recreation,0.7,0.75,4.2,7
S.R. Crown Hall,Arthur S. Keating Sports Center,19,Academic,Recreation,0.7,0.75,4.2,2
S.R. Crown Hall,Arthur S. Keating Sports Center,20,Academic,Recreation,0.7,0.75,4.2,2
S.R. Crown Hall,Arthur S. Keating Sports Center,21,Academic,Recreation,0.7,0.75,4.2,4
S.R. Crown Hall,Arthur S. Keating Sports Center,22,Academic,Recreation,0.2,0.75,1.2,1
S.R. Crown Hall,Chemistry Research Building,7,Academic,Academic,0.2,0.75,1.2,2
S.R. Crown Hall,Chemistry Research Building,8,Academic,Academic,0.5,0.75,3.0,6
S.R. Crown Hall,Chemistry Research Building,9,Academic,Academic,0.5,0.75,3.0,5
S.R. Crown Hall,Chemistry Research Building,10,Academic,Academic,0.5,0.75,3.0,4
S.R. Crown Hall,Chemistry Research Building,11,Academic,Academic,0.5,0.75,3.0,3
S.R. Crown Hall,Chemistry Research Building,12,Academic,Academic,0.5,0.75,3.0,3
S.R. Crown Hall,Chemistry Research Building,13,Academic,Academic,0.5,0.75,3.0,1
S.R. Crown Hall,Chemistry Research Building,14,Academic,Academic,0.5,0.75,3.0,1
S.R. Crown Hall,Chemistry Research Building,15,Academic,Academic,0.5,0.75,3.0,3
S.R. Crown Hall,Chemistry Research Building,16,Academic,Academic,0.5,0.75,3.0,4
S.R. Crown Hall,Chemistry Research Building,17,Academic,Academic,0.5,0.75,3.0,2
S.R. Crown Hall,Chemistry Research Building,18,Academic,Academic,0.5,0.75,3.0,2
S.R. Crown Hall,Chemistry Research Building,19,Academic,Academic,0.2,0.75,1.2,1
S.R. Crown Hall,Chemistry Research Building,20,Academic,Academic,0.2,0.75,1.2,2
S.R. Crown Hall,Chemistry Research Building,21,Academic,Academic,0.2,0.75,1.2,0
S.R. Crown Hall,Chemistry Research Building,22,Academic,Academic,0.2,0.75,1.2,1
S.R. Crown Hall,Cunningham Hall,7,Academic,Residence,0.1,0.75,0.6,1
S.R. Crown Hall,Cunningham Hall,8,Academic,Residence,0.1,0.75,0.6,1
S.R. Crown Hall,Cunningham Hall,9,Academic,Residence,0.1,0.75,0.6,1
S.R. Crown Hall,Cunningham Hall,10,Academic,Residence,0.1,0.75,0.6,0
S.R. Crown Hall,Cunningham Hall,11,Academic,Residence,0.1,0.75,0.6,0
S.R. Crown Hall,Cunningham Hall,12,Academic,Residence,0.4,0.75,2.4,1
S.R. Crown Hall,Cunningham Hall,13,Academic,Residence,0.4,0.75,2.4,5
S.R. Crown Hall,Cunningham Hall,14,Academic,Residence,0.4,0.75,2.4,3
S.R. Crown Hall,Cunningham Hall,15,Academic,Residence,0.1,0.75,0.6,0
S.R. Crown Hall,Cunningham Hall,16,Academic,Residence,1.0,0.75,6.0,5
S.R. Crown Hall,Cunningham Hall,17,Academic,Residence,1.0,0.75,6.0,6
S.R. Crown Hall,Cunningham Hall,18,Academic,Residence,1.0,0.75,6.0,8
S.R. Crown Hall,Cunningham Hall,19,Academic,Residence,0.3,0.75,1.8,2
S.R. Crown Hall,Cunningham Hall,20,Academic,Residence,0.3,0.75,1.8,2
S.R. Crown Hall,Cunningham Hall,21,Academic,Residence,0.3,0.75,1.8,0
S.R. Crown Hall,Cunningham Hall,22,Academic,Residence,0.1,0.75,0.6,1
S.R. Crown Hall,Farr Hall,7,Academic,Residence,0.1,0.75,0.6,0
S.R. Crown Hall,Farr Hall,8,Academic,Residence,0.1,0.75,0.6,0
S.R. Crown Hall,Farr Hall,9,Academic,Residence,0.1,0.75,0.6,0
S.R. Crown Hall,Farr Hall,10,Academic,Residence,0.1,0.75,0.6,1
S.R. Crown Hall,Farr Hall,11,Academic,Residence,0.1,0.75,0.6,1
S.R. Crown Hall,Farr Hall,12,Academic,Residence,0.4,0.75,2.4,3
S.R. Crown Hall,Farr Hall,13,Academic,Residence,0.4,0.75,2.4,0
S.R. Crown Hall,Farr Hall,14,Academic,Residence,0.4,0.75,2.4,6
S.R. Crown Hall,Farr Hall,15,Academic,Residence,0.1,0.75,0.6,0
S.R. Crown Hall,Farr Hall,16,Academic,Residence,1.0,0.75,6.0,5
S.R. Crown Hall,Farr Hall,17,Academic,Residence,1.0,0.75,6.0,8
S.R. Crown Hall,Farr Hall,18,Academic,Residence,1.0,0.75,6.0,8
S.R. Crown Hall,Farr Hall,19,Academic,Residence,0.3,0.75,1.8,0
S.R. Crown Hall,Farr Hall,20,Academic,Residence,0.3,0.75,1.8,0
S.R. Crown Hall,Farr Hall,21,Academic,Residence,0.3,0.75,1.8,5
S.R. Crown Hall,Farr Hall,22,Academic,Residence,0.1,0.75,0.6,1
S.R. Crown Hall,Grover M. Herman Hall,7,Academic,Admin,0.2,0.5,0.8,2
S.R. Crown Hall,Grover M. Herman Hall,8,Academic,Admin,0.5,0.5,2.0,2
S.R. Crown Hall,Grover M. Herman Hall,9,Academic,Admin,0.5,0.5,2.0,2
S.R. Crown Hall,Grover M. Herman Hall,10,Academic,Admin,0.5,0.5,2.0,4
S.R. Crown Hall,Grover M. Herman Hall,11,Academic,Admin,0.5,0.5,2.0,3
S.R. Crown Hall,Grover M. Herman Hall,12,Academic,Admin,0.5,0.5,2.0,6
S.R. Crown Hall,Grover M. Herman Hall,13,Academic,Admin,0.5,0.5,2.0,0
S.R. Crown Hall,Grover M. Herman Hall,14,Academic,Admin,0.5,0.5,2.0,3
S.R. Crown Hall,Grover M. Herman Hall,15,Academic,Admin,0.5,0.5,2.0,1
S.R. Crown Hall,Grover M. Herman Hall,16,Academic,Admin,0.5,0.5,2.0,1
S.R. Crown Hall,Grover M. Herman Hall,17,Academic,Admin,0.5,0.5,2.0,1
S.R. Crown Hall,Grover M. Herman Hall,18,Academic,Admin,0.5,0.5,2.0,5
S.R. Crown Hall,Grover M. Herman Hall,19,Academic,Admin,0.2,0.5,0.8,2
S.R. Crown Hall,Grover M. Herman Hall,20,Academic,Admin,0.2,0.5,0.8,3
S.R. Crown Hall,Grover M. Herman Hall,21,Academic,Admin,0.2,0.5,0.8,1
S.R. Crown Hall,Grover M. Herman Hall,22,Academic,Admin,0.2,0.5,0.8,0
S.R. Crown Hall,Kaplan Institute,7,Academic,Academic,0.2,1.0,1.6,1
S.R. Crown Hall,Kaplan Institute,8,Academic,Academic,0.5,1.0,4.0,1
S.R. Crown Hall,Kaplan Institute,9,Academic,Academic,0.5,1.0,4.0,6
S.R. Crown Hall,Kaplan Institute,10,Academic,Academic,0.5,1.0,4.0,5
S.R. Crown Hall,Kaplan Institute,11,Academic,Academic,0.5,1.0,4.0,1
S.R. Crown Hall,Kaplan Institute,12,Academic,Academic,0.5,1.0,4.0,5
S.R. Crown Hall,Kaplan Institute,13,Academic,Academic,0.5,1.0,4.0,1
S.R. Crown Hall,Kaplan Institute,14,Academic,Academic,0.5,1.0,4.0,3
S.R. Crown Hall,Kaplan Institute,15,Academic,Academic,0.5,1.0,4.0,6
S.R. Crown Hall,Kaplan Institute,16,Academic,Academic,0.5,1.0,4.0,6
S.R. Crown Hall,Kaplan Institute,17,Academic,Academic,0.5,1.0,4.0,7
